SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Single Family Residential,2 Pearl St,Cortland,NY,13045,133500,4,1.5,,1435,3404,1886,,93,,,,,https://www.redfin.com/NY/Cortland/2-Pearl-St-13045/home/125430286,,,N,Y,42.5897548,-76.1937751
PAST SALE,,Single Family Residential,17 Stewart Pl,Cortland,NY,13045,217500,2,2.0,,784,5580,1900,,277,,,,,https://www.redfin.com/NY/Cortland/17-Stewart-Pl-13045/home/125412065,,,N,Y,42.5935549,-76.1821098
PAST SALE,,Condo/Co-op,1136 The Park,Cortland,NY,13045,225000,2,2.0,,1240,,1989,,181,,,,,https://www.redfin.com/NY/Cortland/1136-The-Park-13045/home/125363360,,,N,Y,42.5850663,-76.1991313
PAST SALE,March-11-2024,Single Family Residential,11 Park Ave,Homer,NY,13077,132000,3,1.0,Sally A Loughran,1228,11008,1870,,107,,Sold,,,https://www.redfin.com/NY/Homer/11-Park-Ave-13077/home/125523429,CNYIS,S1515140,N,Y,42.6330205,-76.1871426
PAST SALE,,Single Family Residential,1435 Williams Rd,Preble,NY,13141,190000,2,1.0,,864,65340,1915,,220,,,,,https://www.redfin.com/NY/Preble/1435-Williams-Rd-13141/home/125478513,,,N,Y,42.7683521,-76.1815031
PAST SALE,May-12-2023,Single Family Residential,4505 Kinney Gulf Rd Rd,Cortland,NY,13045,71000,4,2.0,Cortlandville,1919,,1876,,37,,Sold,,,https://www.redfin.com/NY/Cortland/4505-Kinney-Gulf-Rd-13045/home/125440015,IBRMLS,IB407748,N,Y,42.6239668,-76.2434537
PAST SALE,March-7-2023,Single Family Residential,383 State Route 38,Harford,NY,13784,60000,3,1.0,Harford,1548,23087,1880,,39,,Sold,,,https://www.redfin.com/NY/Harford/383-State-Route-38-13784/home/199243970,IBRMLS,IB407756,N,Y,42.426968,-76.229075
PAST SALE,,Vacant Land,Hilsinger Rd,Marathon,NY,13803,170000,,,,,1926223,,,,,,,,https://www.redfin.com/NY/Marathon/Hilsinger-Rd-13803/home/162846228,,,N,Y,42.465536,-76.19712
PAST SALE,October-1-2024,Single Family Residential,3614 Pleasantview Dr,Cortland,NY,13045,125000,2,1.5,,1073,10193,1947,,116,,Sold,,,https://www.redfin.com/NY/Cortland/3614-Pleasantview-Dr-13045/home/125529013,UNYREIS,EC273413,N,Y,42.5815771,-76.2087764
PAST SALE,,Multi-Family (2-4 Unit),11 Rickard St #2,Cortland,NY,13045,143000,4,2.0,,1986,7500,1920,,72,,,,,https://www.redfin.com/NY/Cortland/11-Rickard-St-13045/unit-2/home/125402736,,,N,Y,42.6050692,-76.1737646
PAST SALE,October-31-2024,Multi-Family (2-4 Unit),39 E Court St,Cortland,NY,13045,144000,4,2.0,Chop Stik LLC,1680,4540,1890,,86,,Sold,,,https://www.redfin.com/NY/Cortland/39-E-Court-St-13045/home/125301468,CNYIS,S1574440,N,Y,42.5991338,-76.1744395
PAST SALE,June-16-2023,Single Family Residential,4678 Fox Rd,Cincinnatus,NY,13040,430000,5,3.0,Cincinnatus,2853,1660943,1850,,151,,Sold,,,https://www.redfin.com/NY/Cincinnatus/4678-Fox-Rd-13040/home/175899054,IBRMLS,IB408480,N,Y,42.535702,-75.970533
PAST SALE,,Multi-Family (2-4 Unit),3757 State Route 13,Truxton,NY,13158,247250,4,2.0,,2608,27872,1880,,95,,,,,https://www.redfin.com/NY/Truxton/3757-State-Route-13-13158/home/125338046,,,N,Y,42.7121732,-76.0273997
PAST SALE,August-21-2023,Single Family Residential,1678 E River Rd,Cortland,NY,13045,155200,3,2.0,Cortlandville,840,395960,1895,,185,,Sold,,,https://www.redfin.com/NY/Cortland/1678-E-River-Rd-13045/home/125546851,IBRMLS,IB408670,N,Y,42.6149367,-76.1514759
PAST SALE,,Multi-Family (2-4 Unit),7 Water St,Cortland,NY,13045,246000,4,2.0,,2104,7200,1900,,117,,,,,https://www.redfin.com/NY/Cortland/7-Water-St-13045/home/125389922,,,N,Y,42.5916063,-76.1911759
PAST SALE,June-28-2023,Single Family Residential,2177 Clute Road Rd Unit A-ll,Cortland,NY,13045,3500,1,1.0,Cortland,425,,2009,,8,275,Sold,,,https://www.redfin.com/NY/Cortland/2177-Clute-Rd-13045/unit-A-ll/home/188868062,IBRMLS,IB408580,N,Y,42.5123809,-76.1474954
PAST SALE,,Multi-Family (2-4 Unit),17 Venette St #2,Cortland,NY,13045,125000,4,2.0,,1960,5318,1910,,64,,,,,https://www.redfin.com/NY/Cortland/17-Venette-St-13045/unit-2/home/125463945,,,N,Y,42.6009977,-76.1741076
PAST SALE,,Single Family Residential,7267 Highbridge Rd,De Ruyter,NY,13052,315000,3,2.0,,1736,194278,1811,,181,,,,,https://www.redfin.com/NY/De-Ruyter/7267-Highbridge-Rd-13052/home/108324594,,,N,Y,42.7579411,-75.9151382
PAST SALE,November-26-2024,Single Family Residential,60 N West St,Homer,NY,13077,115000,3,1.5,Homer,1504,4809,1870,,76,,Sold,,,https://www.redfin.com/NY/Homer/60-N-West-St-13077/home/125391249,CNYIS,S1579380,N,Y,42.6418327,-76.1886861
PAST SALE,,Multi-Family (5+ Unit),13 Washington St,Cortland,NY,13045,180000,,,,4602,12495,,,39,,,,,https://www.redfin.com/NY/Cortland/13-Washington-St-13045/home/125402708,,,N,Y,42.6047137,-76.1749485
PAST SALE,,Single Family Residential,153 Central Ave,Cortland,NY,13045,75000,3,1.5,,1354,5572,1890,,55,,,,,https://www.redfin.com/NY/Cortland/153-Central-Ave-13045/home/125438052,,,N,Y,42.600393,-76.1680978
PAST SALE,,Mobile/Manufactured Home,3312 Clute Rd,Cortland,NY,13045,115250,,,,720,69260,1970,,160,,,,,https://www.redfin.com/NY/Cortland/3312-Clute-Rd-13045/home/125278674,,,N,Y,42.5664754,-76.1256621
PAST SALE,,Vacant Land,485 Hunts Corners Rd,Marathon,NY,13803,170000,3,2.0,,1104,2002018,1997,,154,,,,,https://www.redfin.com/NY/Marathon/485-Hunts-Corners-Rd-13803/home/125576010,,,N,Y,42.4341643,-76.1119777
PAST SALE,,Single Family Residential,2118 Gee Hill Rd,Dryden,NY,13053,66610,2,2.0,,1624,54014,1972,,41,,,,,https://www.redfin.com/NY/Dryden/2118-Gee-Hill-Rd-13053/home/125330440,,,N,Y,42.5109132,-76.2472883
PAST SALE,August-8-2023,Single Family Residential,2606 State Route 13,Cortland,NY,13045,165000,3,1.0,Homer-113089,972,16988,1956,,170,,Sold,,,https://www.redfin.com/NY/Cortland/2606-State-Route-13-13045/home/125420744,UNYREIS,IB408940,N,Y,42.66541,-76.1030199
PAST SALE,,Multi-Family (2-4 Unit),13 Hubbard St #2,Cortland,NY,13045,110000,3,2.0,,2038,10536,1910,,54,,,,,https://www.redfin.com/NY/Cortland/13-Hubbard-St-13045/unit-2/home/125554171,,,N,Y,42.6045809,-76.1697999
PAST SALE,,Single Family Residential,10 Pleasant St,Cortland,NY,13045,200000,6,2.0,,1746,5470,1900,,115,,,,,https://www.redfin.com/NY/Cortland/10-Pleasant-St-13045/home/125512493,,,N,Y,42.600131,-76.1839663
PAST SALE,April-28-2023,Single Family Residential,735 State Route 221,Harford,NY,13784,210000,3,1.5,Harford,2016,29185,1880,,104,,Sold,,,https://www.redfin.com/NY/Harford/735-State-Route-221-13784/home/195100227,IBRMLS,IB407451,N,Y,42.4270895,-76.2264811
PAST SALE,,Single Family Residential,22 North St,Mc Graw,NY,13101,207000,3,1.0,,1318,5850,1860,,157,,,,,https://www.redfin.com/NY/Mc-Graw/22-North-St-13101/home/125483109,,,N,Y,42.5978949,-76.0936578
PAST SALE,,Multi-Family (2-4 Unit),74 Lincoln Ave #3,Cortland,NY,13045,155000,5,3.0,,2256,7941,1900,,69,,,,,https://www.redfin.com/NY/Cortland/74-Lincoln-Ave-13045/unit-3/home/125520370,,,N,Y,42.6021172,-76.1876752
PAST SALE,,Vacant Land,2155 Kypriotis Dr,Cortland,NY,13045,55000,,,,,235224,,,,,,,,https://www.redfin.com/NY/Cortland/2155-Kypriotis-Dr-13045/home/125423146,,,N,Y,42.5120732,-76.1338059
PAST SALE,,Single Family Residential,58 Scammell St,Cortland,NY,13045,219000,3,1.5,,1600,26762,1966,,137,,,,,https://www.redfin.com/NY/Cortland/58-Scammell-St-13045/home/125443964,,,N,Y,42.5890789,-76.1848267
PAST SALE,,Single Family Residential,5 Henry St,Homer,NY,13077,175000,3,1.0,,1404,11134,1968,,125,,,,,https://www.redfin.com/NY/Homer/5-Henry-St-13077/home/125321217,,,N,Y,42.6383303,-76.188485
PAST SALE,April-13-2023,Vacant Land,0 Route 13,Cortlandville,NY,13045,485000,,,Cortlandville,,582832,,,,,Sold,,,https://www.redfin.com/NY/Cortlandville/0-Route-13-13045/home/178416841,CNYIS,S1463992,N,Y,42.62360461,-76.15647114
PAST SALE,,Single Family Residential,6 Rob Roy St,Cortland,NY,13045,150000,3,1.0,,1040,6000,1952,,144,,,,,https://www.redfin.com/NY/Cortland/6-Rob-Roy-St-13045/home/125304624,,,N,Y,42.6052319,-76.1984498
PAST SALE,August-29-2023,Single Family Residential,148 Elm St,Cortland,NY,13045,150000,3,1.0,Cortland,1345,7682,1920,,112,,Sold,,,https://www.redfin.com/NY/Cortland/148-Elm-St-13045/home/125534708,CNYIS,S1476342,N,Y,42.6026775,-76.1635784
PAST SALE,,Single Family Residential,6903 State Route 41,Homer,NY,13077,45000,3,1.0,,1208,26572,1845,,37,,,,,https://www.redfin.com/NY/Homer/6903-State-Route-41-13077/home/125331990,,,N,Y,42.7404903,-76.2456796
PAST SALE,,Single Family Residential,21 Summit St,Cortland,NY,13045,145000,3,2.0,,1463,10583,1920,,99,,,,,https://www.redfin.com/NY/Cortland/21-Summit-St-13045/home/125312825,,,N,Y,42.6042974,-76.1977192
PAST SALE,May-16-2024,Single Family Residential,14 Evergreen St,Cortland,NY,13045,154000,3,1.0,Cortland,1094,6915,1948,,141,,Sold,,,https://www.redfin.com/NY/Cortland/14-Evergreen-St-13045/home/140134604,CNYIS,S1538695,N,Y,42.6104645,-76.1877898
PAST SALE,,Multi-Family (2-4 Unit),5 Floral Ave,Cortland,NY,13045,215000,6,2.0,,2780,7888,1900,,77,,,,,https://www.redfin.com/NY/Cortland/5-Floral-Ave-13045/home/125444573,,,N,Y,42.6015054,-76.1930172
PAST SALE,,Single Family Residential,3389 Maple St,Blodgett Mills,NY,13738,148234,4,1.0,,1826,7395,1890,,81,,,,,https://www.redfin.com/NY/Blodgett-Mills/3389-Maple-St-13738/home/125304834,,,N,Y,42.56758,-76.124307
PAST SALE,,Vacant Land,407 Tim Hill Rd,Marathon,NY,13803,280000,1,1.0,,1260,443005,2009,,222,,,,,https://www.redfin.com/NY/Marathon/407-Tim-Hill-Rd-13803/home/125409525,,,N,Y,42.4283491,-76.0428263
PAST SALE,,Single Family Residential,107 Clinton Ave,Cortland,NY,13045,116000,2,2.0,,1668,13905,1900,,70,,,,,https://www.redfin.com/NY/Cortland/107-Clinton-Ave-13045/home/125525069,,,N,Y,42.6046474,-76.1715689
PAST SALE,,Single Family Residential,27 Cedar St,Cortland,NY,13045,130000,4,1.5,,2014,9500,1930,,65,,,,,https://www.redfin.com/NY/Cortland/27-Cedar-St-13045/home/125403070,,,N,Y,42.5956961,-76.1736971
PAST SALE,,Single Family Residential,8 Balmoral Way,Homer,NY,13077,185500,2,1.0,,1352,14375,1959,,137,,,,,https://www.redfin.com/NY/Homer/8-Balmoral-Way-13077/home/125440245,,,N,Y,42.6500383,-76.1883385
PAST SALE,,Single Family Residential,6 Greenwich St,Homer,NY,13077,83000,3,1.0,,942,13067,1930,,88,,,,,https://www.redfin.com/NY/Homer/6-Greenwich-St-13077/home/125489036,,,N,Y,42.6324607,-76.1849462
PAST SALE,July-10-2024,Vacant Land,000 Owego Hill Rd,Dryden,NY,13784,85000,,,,576,304920,2018,,148,,Sold,,,https://www.redfin.com/NY/Dryden/000-Owego-Hill-RD-13784/home/194778294,UNYREIS,EC274046,N,Y,42.449024,-76.215131
PAST SALE,,Multi-Family (2-4 Unit),1140 The Park Unit A,Cortland,NY,13045,170000,2,1.0,,1213,5227,1989,,140,,,,,https://www.redfin.com/NY/Cortland/1140-The-Park-13045/unit-A/home/125329006,,,N,Y,42.5846189,-76.1989584
PAST SALE,February-13-2024,Single Family Residential,262 W State Rd,Cortland,NY,13045,385000,4,1.5,Lands/Ronald B Forance,3358,130680,1876,,115,,Sold,,,https://www.redfin.com/NY/Cortland/262-W-State-Rd-13045/home/190277396,GBAOR,324929,N,Y,42.538611,-76.250806
PAST SALE,,Multi-Family (2-4 Unit),5840 Baldwin Corners Rd,Cincinnatus,NY,13040,412500,4,2.0,,2368,422170,1900,,174,,,,,https://www.redfin.com/NY/Cincinnatus/5840-Baldwin-Corners-Rd-13040/home/178969672,,,N,Y,42.5185808,-75.8908841
PAST SALE,,Single Family Residential,21 E Main St,Marathon,NY,13803,110000,2,1.0,,1040,15235,1880,,106,,,,,https://www.redfin.com/NY/Marathon/21-E-Main-St-13803/home/125561782,,,N,Y,42.4435641,-76.0301926
PAST SALE,,Single Family Residential,42 Van Hoesen St,Cortland,NY,13045,179000,2,2.0,,924,4005,1940,,194,,,,,https://www.redfin.com/NY/Cortland/42-Van-Hoesen-St-13045/home/125311081,,,N,Y,42.6067878,-76.1911501
PAST SALE,February-8-2023,Single Family Residential,164 Madison St,Cortland,NY,13045,110000,2,1.0,Cortland,1650,6969,1930,,67,,Sold,,,https://www.redfin.com/NY/Cortland/164-Madison-St-13045/home/125310973,CNYIS,S1436516,N,Y,42.6036755,-76.1967885
PAST SALE,,Single Family Residential,5030 State Route 41,Homer,NY,13077,112500,2,1.5,,1183,19392,1850,,95,,,,,https://www.redfin.com/NY/Homer/5030-State-Route-41-13077/home/125278125,,,N,Y,42.6493574,-76.1953543
PAST SALE,,Single Family Residential,6248 Country Ln,Homer,NY,13077,152500,4,1.0,,1440,43550,1978,,106,,,,,https://www.redfin.com/NY/Homer/6248-Country-Ln-13077/home/125322388,,,N,Y,42.7089188,-76.2390403
PAST SALE,,Single Family Residential,2039 E River Rd,Cortland,NY,13045,151000,4,1.5,,1837,13454,1940,,82,,,,,https://www.redfin.com/NY/Cortland/2039-E-River-Rd-13045/home/125570595,,,N,Y,42.6297609,-76.141239
PAST SALE,,Single Family Residential,4 Grumman Way,Marathon,NY,13803,150000,1,1.5,,720,102366,2009,,208,,,,,https://www.redfin.com/NY/Marathon/4-Grumman-Way-13803/home/167220181,,,N,Y,42.435293,-76.037595
PAST SALE,,Single Family Residential,813 S Lamont Dr,Cortland,NY,13045,210000,4,1.5,,1976,10126,1963,,106,,,,,https://www.redfin.com/NY/Cortland/813-S-Lamont-Dr-13045/home/125407667,,,N,Y,42.5757991,-76.221213
PAST SALE,,Single Family Residential,5061 Searls Rd,Cortland,NY,13045,105000,3,2.0,,1758,121968,1975,,60,,,,,https://www.redfin.com/NY/Cortland/5061-Searls-Rd-13045/home/125324173,,,N,Y,42.6509505,-76.1239545
PAST SALE,,Vacant Land,3315 Clute Rd,Cortland,NY,13045,18750,,,,,85378,,,,,,,,https://www.redfin.com/NY/Cortland/3315-Clute-Rd-13045/home/125309861,,,N,Y,42.5663837,-76.1262919
PAST SALE,,Single Family Residential,7 Regina Dr,Cortland,NY,13045,240000,3,1.5,,1640,9995,1980,,146,,,,,https://www.redfin.com/NY/Cortland/7-Regina-Dr-13045/home/125382725,,,N,Y,42.6034676,-76.163063
PAST SALE,,Mobile/Manufactured Home,1848 Carter Slocum Rd,Marathon,NY,13803,232500,,,,980,2343964,1995,,237,,,,,https://www.redfin.com/NY/Marathon/1848-Carter-Slocum-Rd-13803/home/125351156,,,N,Y,42.4970758,-75.9952932
PAST SALE,,Single Family Residential,14 Delaware Ave #3,Cortland,NY,13045,321000,3,2.0,,1772,6600,1875,,181,,,,,https://www.redfin.com/NY/Cortland/14-Delaware-Ave-13045/unit-3/home/125334613,,,N,Y,42.5893248,-76.1909557
PAST SALE,June-14-2023,Single Family Residential,755 Route 221,Harford,NY,13784,55000,4,2.0,Harford,3204,,1870,,17,,Sold,,,https://www.redfin.com/NY/Harford/755-Route-221-13784/home/184647805,IBRMLS,IB408251,N,Y,42.428484,-76.224908
PAST SALE,,Single Family Residential,4457 N Tower Rd,Cincinnatus,NY,13040,124000,2,1.0,,1484,87120,1843,,84,,,,,https://www.redfin.com/NY/Cincinnatus/4457-N-Tower-Rd-13040/home/125609647,,,N,Y,42.6225569,-76.0103734
PAST SALE,,Single Family Residential,3 Gothic St,Mc Graw,NY,13101,172500,2,1.0,,1136,2120,1900,,152,,,,,https://www.redfin.com/NY/Mc-Graw/3-Gothic-St-13101/home/125274916,,,N,Y,42.5974087,-76.0921232
PAST SALE,,Townhouse,1996 Alpha Cir Unit 5A,Cortland,NY,13045,145000,1,1.0,,556,436,1978,,261,,,,,https://www.redfin.com/NY/Cortland/1996-Alpha-Cir-13045/unit-5A/home/125409062,,,N,Y,42.5085625,-76.1429536
PAST SALE,July-14-2023,Vacant Land,650 Daisy Holw,Dryden,NY,13053,85000,,,Dryden,,546242,,,,,Sold,,,https://www.redfin.com/NY/Dryden/650-Daisy-Hollow-Rd-13053/home/125409487,IBRMLS,IB407921,N,Y,42.475561,-76.234229
PAST SALE,,Townhouse,1142 The Park,Cortland,NY,13045,283500,2,2.5,,1592,6098,1989,,178,,,,,https://www.redfin.com/NY/Cortland/1142-The-Park-13045/home/125363374,,,N,Y,42.5845369,-76.1994205
PAST SALE,,Multi-Family (2-4 Unit),105 Tompkins St Unit B,Cortland,NY,13045,157000,6,2.0,,1862,5715,1920,,84,,,,,https://www.redfin.com/NY/Cortland/105-Tompkins-St-13045/unit-B/home/125520751,,,N,Y,42.5931662,-76.1869096
PAST SALE,,Single Family Residential,42 Burgett Dr,Homer,NY,13077,250000,4,2.5,,1948,15132,1960,,128,,,,,https://www.redfin.com/NY/Homer/42-Burgett-Dr-13077/home/125568489,,,N,Y,42.637992,-76.1937208
PAST SALE,February-22-2023,Multi-Family (2-4 Unit),9 Pleasant St,Cortland,NY,13045,205000,5,4.0,Cortland,3252,4856,1900,,63,,Sold,,,https://www.redfin.com/NY/Cortland/9-Pleasant-St-13045/home/125389119,UNYREIS,R1449535,N,Y,42.600443,-76.1836184
PAST SALE,January-29-2024,Mobile/Manufactured Home,5158 Town Line Rd,Mc Graw,NY,13101,180000,4,2.0,Truxton,1560,99316,1997,,115,,Sold,,,https://www.redfin.com/NY/Mc-Graw/5158-Town-Line-Rd-13101/home/125343365,CNYIS,S1510768,N,Y,42.6560192,-76.0715527
PAST SALE,August-26-2025,Vacant Land,7367 Cold Brook Rd,Homer,NY,13077,94600,,,Scott,,2047320,,,,,Sold,,,https://www.redfin.com/NY/Homer/7367-Cold-Brook-Rd-13077/home/171028142,UNYREIS,R1618034,N,Y,42.7624776,-76.2127338
PAST SALE,June-5-2023,Single Family Residential,2 Wadsworth St,Cortland,NY,13045,180000,3,1.0,Cortland,1462,8712,1936,,123,,Sold,,,https://www.redfin.com/NY/Cortland/2-Wadsworth-St-13045/home/125546221,CNYIS,S1463737,N,Y,42.608543,-76.1935121
PAST SALE,December-12-2025,Vacant Land,Cold Brook Rd,Homer,NY,13077,49900,,,Scott,,518364,,,,,Sold,,,https://www.redfin.com/NY/Homer/Cold-Brook-Rd-13077/home/125504403,CNYIS,S1641350,N,Y,42.708959,-76.191849
PAST SALE,April-9-2024,Multi-Family (2-4 Unit),26 Albany St,Homer,NY,13077,99000,4,2.0,Homer,2622,16200,1815,,38,,Sold,,,https://www.redfin.com/NY/Homer/26-Albany-St-13077/home/125561388,CNYIS,S1505593,N,Y,42.6326257,-76.1751895
PAST SALE,September-5-2025,Single Family Residential,7605 Cummings,Tully,NY,13159,650000,3,2.5,Cummings Point,2112,14810,1995,,308,,Sold,,,https://www.redfin.com/NY/Tully/7605-Cummings-Pt-13159/home/125528008,CNYIS,S1626249,N,Y,42.7765565,-76.1302301
PAST SALE,August-29-2023,Single Family Residential,167 Madison St,Cortland,NY,13045,185100,3,1.5,Cortland,1787,5662,1960,,104,,Sold,,,https://www.redfin.com/NY/Cortland/167-Madison-St-13045/home/125284380,GBAOR,321758,N,Y,42.603282,-76.1973579
PAST SALE,August-16-2024,Single Family Residential,14 Franklin St,Homer,NY,13077,153000,2,1.0,Linda L Phillips Lands,980,10214,1950,,156,,Sold,,,https://www.redfin.com/NY/Homer/14-Franklin-St-13077/home/125381990,CNYIS,S1543217,N,Y,42.64081,-76.1886756
PAST SALE,January-20-2026,Vacant Land,74 Michigan Hill Rd,Richford,NY,13835,250000,,,Harford,,4340318,,,,,Sold,,,https://www.redfin.com/NY/Richford/74-Michigan-Hill-Rd-13835/home/125268456,CNYIS,S1647392,N,Y,42.4102934,-76.1922746
PAST SALE,August-7-2025,Single Family Residential,5030 Lincklaen Rd,Truxton,NY,13158,250000,3,2.0,Cuyler,2160,60984,1972,,116,,Sold,,,https://www.redfin.com/NY/Truxton/5030-Lincklaen-Rd-13158/home/125365866,CNYIS,S1610553,N,Y,42.7352618,-75.944369
PAST SALE,August-12-2025,Single Family Residential,78 S Greenbush St,Cortland,NY,13045,180000,5,1.5,Cortland,1764,5000,1910,,102,,Sold,,,https://www.redfin.com/NY/Cortland/78-Greenbush-St-13045/home/125328347,CNYIS,S1610419,N,Y,42.5963292,-76.17546
PAST SALE,August-14-2023,Single Family Residential,6 Otter Creek Pl,Cortland,NY,13045,250000,4,2.0,Cortland,1500,8276,1925,,167,,Sold,,,https://www.redfin.com/NY/Cortland/6-Otter-Creek-Pl-13045/home/125410055,CNYIS,S1478100,N,Y,42.6006398,-76.1894191
PAST SALE,April-18-2024,Single Family Residential,33 Elm St,Mc Graw,NY,13101,200000,4,1.5,Cortlandville,2188,24338,1880,,91,,Sold,,,https://www.redfin.com/NY/Mc-Graw/33-Elm-St-13101/home/125420262,CNYIS,S1521721,N,Y,42.5932644,-76.0999876
PAST SALE,,Vacant Land,Westmore Ln,Cortland,NY,13045,44000,,,,,36795,,,,,,,,https://www.redfin.com/NY/Cortland/Westmore-Ln-13045/home/125570944,,,N,Y,42.601903,-76.208067
PAST SALE,January-22-2025,Single Family Residential,3221 S Cortland Virgil Rd,Cortland,NY,13045,161000,2,1.0,Cortlandville,960,11850,1960,,168,,Sold,,,https://www.redfin.com/NY/Cortland/3221-S-Cortland-Virgil-Rd-13045/home/125321843,CNYIS,S1574467,N,Y,42.562938,-76.2205945
PAST SALE,August-21-2025,Single Family Residential,3663 Luker Rd,Cortland,NY,13045,90000,3,1.0,Cortlandville,1624,106722,1900,,55,,Sold,,,https://www.redfin.com/NY/Cortland/3663-Luker-Rd-13045/home/125521319,CNYIS,S1608592,N,Y,42.5849071,-76.2203928
PAST SALE,April-24-2025,Single Family Residential,4051 Highland Rd,Cortland,NY,13045,250000,3,2.0,Cortlandville,1274,17525,1964,,196,,Sold,,,https://www.redfin.com/NY/Cortland/4051-Highland-Rd-13045/home/125547104,CNYIS,S1591824,N,Y,42.6024787,-76.2244856
PAST SALE,July-12-2024,Single Family Residential,4336 Cosmos Hill Rd,Cortland,NY,13045,600000,4,4.0,Town/Cortlandville,3472,84942,1961,,173,,Sold,,,https://www.redfin.com/NY/Cortland/4336-Cosmos-Hill-Rd-13045/home/125418859,CNYIS,S1537737,N,Y,42.617186,-76.2054248
PAST SALE,December-4-2024,Single Family Residential,5 Kinney Ln,Cortland,NY,13045,149900,3,2.0,Cortland,1368,3740,1977,,110,,Sold,,,https://www.redfin.com/NY/Cortland/5-Kinney-Ln-13045/home/125407102,CNYIS,S1570316,N,Y,42.586664,-76.19189
PAST SALE,June-24-2025,Single Family Residential,2 Bellrose Ave,Cortland,NY,13045,190000,3,2.0,Arthur F Kinney Jr,1746,5727,1920,,109,,Sold,,,https://www.redfin.com/NY/Cortland/2-Bellrose-Ave-13045/home/125378750,CNYIS,S1602950,N,Y,42.6003104,-76.1940186
PAST SALE,July-15-2025,Single Family Residential,166 Groton Ave,Cortland,NY,13045,195000,3,1.5,Cortland,1566,7555,1929,,125,,Sold,,,https://www.redfin.com/NY/Cortland/166-Groton-Ave-13045/home/125354955,CNYIS,S1601385,N,Y,42.6008561,-76.1949841
PAST SALE,February-9-2023,Condo/Co-op,1148 The Park Unit B,Cortland,NY,13045,153536,2,2.0,Cortlandville,1240,4792,1989,,124,258,Sold,,,https://www.redfin.com/NY/Cortland/1148-The-Park-13045/unit-B/home/125483582,CNYIS,S1448800,N,Y,42.5846752,-76.1985778
PAST SALE,August-29-2023,Single Family Residential,2911 Webb Rd,Cortland,NY,13045,277500,5,3.0,Mcgee Sub,1492,60984,1990,,186,,Sold,,,https://www.redfin.com/NY/Cortland/2911-Webb-Rd-13045/home/125469532,CNYIS,S1476728,N,Y,42.5482213,-76.2406208
