SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
PAST SALE,October-3-2025,Vacant Land,1703 Lighthouse Hill Rd,Homer,NY,13077,35000,3,1.5,Cortlandville,1426,58806,1965,,25,,Sold,,,https://www.redfin.com/NY/Homer/1703-Lighthouse-Hill-Rd-13077/home/125391571,CNYIS,S1591618,N,Y,42.6258469,-76.1625481
PAST SALE,October-2-2025,Single Family Residential,780 Hart Dr,Cortland,NY,13045,330000,4,3.0,Hart Estates Sec 1,2318,51401,1969,,142,,Sold,,,https://www.redfin.com/NY/Cortland/780-Hart-Dr-13045/home/125430461,CNYIS,S1626754,N,Y,42.5996398,-76.2233408
PAST SALE,,Single Family Residential,2261 Ridge Rd,Mc Graw,NY,13101,270000,3,2.5,,2624,126324,1969,,103,,,,,https://www.redfin.com/NY/Mc-Graw/2261-Ridge-Rd-13101/home/125321581,,,N,Y,42.5871799,-76.1250963
PAST SALE,October-1-2025,Single Family Residential,711 Sherman Rd N,Cortland,NY,13045,785000,3,3.0,Virgil,4105,1442707,2003,,191,,Sold,,,https://www.redfin.com/NY/Cortland/711-Sherman-Rd-13045/home/125583267,CNYIS,S1581118,N,Y,42.5503345,-76.2282903
PAST SALE,October-1-2025,Single Family Residential,17 Chestnut St,Cortland,NY,13045,175000,2,1.5,Cortland,968,6725,1880,,181,,Sold,,,https://www.redfin.com/NY/Cortland/17-Chestnut-St-13045/home/125354335,CNYIS,S1615091,N,Y,42.6065362,-76.1902604
PAST SALE,October-1-2025,Single Family Residential,6203 Sunnyside Dr,Homer,NY,13077,217000,3,2.0,Scott,1350,22500,1973,,161,,Sold,,,https://www.redfin.com/NY/Homer/6203-Sunnyside-Dr-13077/home/125528112,CNYIS,S1624303,N,Y,42.7067438,-76.238975
PAST SALE,October-1-2025,Single Family Residential,1 Michael St,Homer,NY,13077,187000,3,1.0,Paul S Jr & Nancy N Root,864,7560,1955,,216,,Sold,,,https://www.redfin.com/NY/Homer/1-Michael-St-13077/home/125356817,CNYIS,S1622576,N,Y,42.6458896,-76.1791079
PAST SALE,September-30-2025,Multi-Family (2-4 Unit),30 Grant St,Cortland,NY,13045,207000,3,3.0,Cortland,2196,11550,1885,,94,,Sold,,,https://www.redfin.com/NY/Cortland/30-Grant-St-13045/home/125366742,CNYIS,S1613383,N,Y,42.6057955,-76.1782381
PAST SALE,September-30-2025,Single Family Residential,81 Maple Ave,Cortland,NY,13045,115000,6,2.0,Cortland,2352,8712,1900,,49,,Sold,,,https://www.redfin.com/NY/Cortland/81-Maple-Ave-13045/home/125479830,IBRMLS,R1617078,N,Y,42.6026421,-76.1871519
PAST SALE,,Single Family Residential,4609 Briar Hill Rd,Cortland,NY,13045,450000,4,2.5,,2504,87120,1986,,180,,,,,https://www.redfin.com/NY/Cortland/4609-Briar-Hill-Rd-13045/home/125440673,,,N,Y,42.6304086,-76.2138039
PAST SALE,,Single Family Residential,6165 State Route 281,Preble,NY,13141,175000,2,1.0,,768,41960,1960,,228,,,,,https://www.redfin.com/NY/Preble/6165-State-Route-281-13141/home/125541502,,,N,Y,42.7062671,-76.1596477
PAST SALE,September-26-2025,Single Family Residential,2879 E View Ter,Cincinnatus,NY,13040,120000,5,2.0,Eastview Terrace,1832,28000,1965,,66,,Sold,,,https://www.redfin.com/NY/Cincinnatus/2879-E-View-Ter-13040/home/125298504,CNYIS,S1598419,N,Y,42.5461157,-75.9045636
PAST SALE,,Vacant Land,2953 E Freetown Texas Valley Rd,Cincinnatus,NY,13040,166000,2,1.0,,1008,2117649,1990,,165,,,,,https://www.redfin.com/NY/Cincinnatus/2953-E-Freetown-Texas-Valley-Rd-13040/home/184480365,,,N,Y,42.5497188,-75.9864848
PAST SALE,,Single Family Residential,7339 Fair Haven Rd,Homer,NY,13077,175000,2,1.0,,1534,13640,1962,,114,,,,,https://www.redfin.com/NY/Homer/7339-Fair-Haven-Rd-13077/home/125550393,,,N,Y,42.7615417,-76.2673663
PAST SALE,,Townhouse,1912 Route 392 #13,Cortland,NY,13045,70000,1,1.0,,448,2614,1973,,156,,,,,https://www.redfin.com/NY/Cortland/1912-Route-392-13045/unit-13/home/125400407,,,N,Y,42.5104557,-76.1491984
PAST SALE,September-25-2025,Single Family Residential,1149 Davinci Dr,Cortland,NY,13045,695000,4,3.0,Renaissance,3321,96267,1996,,209,,Sold,,,https://www.redfin.com/NY/Cortland/1149-Davinci-Dr-13045/home/125584918,CNYIS,S1618159,N,Y,42.6222922,-76.1993838
PAST SALE,September-23-2025,Single Family Residential,25 Bellrose Ave,Cortland,NY,13045,175000,3,1.0,Cortland,1012,11052,1948,,173,,Sold,,,https://www.redfin.com/NY/Cortland/25-Bellrose-Ave-13045/home/125512432,CNYIS,S1619146,N,Y,42.5987938,-76.1934484
PAST SALE,,Single Family Residential,1683 Song Mountain Rd,Preble,NY,13141,460000,2,2.0,,2088,121097,2017,,220,,,,,https://www.redfin.com/NY/Preble/1683-Song-Mountain-Rd-13141/home/125335247,,,N,Y,42.775372,-76.164547
PAST SALE,September-22-2025,Multi-Family (2-4 Unit),10 Garfield St #10,Cortland,NY,13045,185000,5,2.0,Paul L & Joan C Phillips,2368,6534,1910,,78,,Sold,,,https://www.redfin.com/NY/Cortland/10-Garfield-St-13045/unit-10/home/125364157,CNYIS,S1609234,N,Y,42.6038398,-76.171204
PAST SALE,,Single Family Residential,91 N Main St,Cortland,NY,13045,369000,7,2.5,,3400,25485,1881,,109,,,,,https://www.redfin.com/NY/Cortland/91-N-Main-St-13045/home/125297193,,,N,Y,42.6067621,-76.1810683
PAST SALE,September-22-2025,Single Family Residential,1358 Conrad Rd,Marathon,NY,13803,31070,5,1.0,Marathon,2451,43560,1900,,13,,Sold,,,https://www.redfin.com/NY/Marathon/1358-Conrad-Rd-13803/home/125384401,CNYIS,S1609135,N,Y,42.4730088,-76.0227011
PAST SALE,September-19-2025,Single Family Residential,1219 Louise Dr,Cortland,NY,13045,220500,2,1.0,Cortlandville,1040,9147,1956,,212,,Sold,,,https://www.redfin.com/NY/Cortland/1219-Louise-Dr-13045/home/125380627,CNYIS,S1626057,N,Y,42.5852462,-76.1943355
PAST SALE,September-19-2025,Single Family Residential,45 Evergreen St,Cortland,NY,13045,215000,3,1.5,Cortland,1824,8368,1860,,118,,Sold,,,https://www.redfin.com/NY/Cortland/45-Evergreen-St-13045/home/125296889,CNYIS,S1622018,N,Y,42.6099577,-76.1912113
PAST SALE,September-19-2025,Single Family Residential,26 Helen Ave,Cortland,NY,13045,130000,2,1.0,Rebecca Tucker,576,8276,1951,,226,,Sold,,,https://www.redfin.com/NY/Cortland/26-Helen-Ave-13045/home/125443590,CNYIS,S1628429,N,Y,42.6030299,-76.1942574
PAST SALE,,Multi-Family (2-4 Unit),34 Union St,Cortland,NY,13045,85000,4,2.0,,1910,6634,1910,,45,,,,,https://www.redfin.com/NY/Cortland/34-Union-St-13045/home/125327032,,,N,Y,42.5931052,-76.1829299
PAST SALE,September-19-2025,Single Family Residential,3975 Carr Hill Rd,Cortland,NY,13045,350000,5,2.0,Cortlandville,2300,393782,1865,,152,,Sold,,,https://www.redfin.com/NY/Cortland/3975-Carr-Hill-Rd-13045/home/125488144,CNYIS,S1617693,N,Y,42.599899,-76.1257924
PAST SALE,September-19-2025,Single Family Residential,1683 Song Mountain Rd,Preble,NY,13141,460000,2,2.0,Preble,2088,121097,2017,,220,,Sold,,,https://www.redfin.com/NY/Preble/1683-Song-Mountain-RD-13141/home/189367898,CNYIS,S1614236,N,Y,42.775384,-76.1646
PAST SALE,September-18-2025,Single Family Residential,6 Front St,Marathon,NY,13803,215000,3,2.0,Marathon,2032,18550,1850,,106,,Sold,,,https://www.redfin.com/NY/Marathon/6-Front-St-13803/home/125322086,CNYIS,S1604350,N,Y,42.4392487,-76.0359871
PAST SALE,September-18-2025,Single Family Residential,24 Tannery St,Marathon,NY,13803,108070,4,2.0,Marathon,1690,45302,1986,,64,,Sold,,,https://www.redfin.com/NY/Marathon/24-Tannery-St-13803/home/125391969,CNYIS,S1611185,N,Y,42.4453176,-76.0417034
PAST SALE,September-17-2025,Single Family Residential,1296 Starr Rd,Cortland,NY,13045,265000,3,2.0,Cortlandville,1884,26250,1953,,141,,Sold,,,https://www.redfin.com/NY/Cortland/1296-Starr-Rd-13045/home/125267947,CNYIS,S1598619,N,Y,42.5825701,-76.1895374
PAST SALE,September-16-2025,Mobile/Manufactured Home,1678 Mcgraw Marathon Rd,Marathon,NY,13803,75000,3,2.0,Freetown,1120,46609,1989,,67,,Sold,,,https://www.redfin.com/NY/Marathon/1678-McGraw-Marathon-Rd-13803/home/125537337,CNYIS,S1623829,N,Y,42.4884888,-76.0326745
PAST SALE,,Single Family Residential,8 W Main St,Marathon,NY,13803,45000,4,1.5,,1600,2066,1870,,28,,,,,https://www.redfin.com/NY/Marathon/8-W-Main-St-13803/home/125385423,,,N,Y,42.4403007,-76.0367378
PAST SALE,September-15-2025,Single Family Residential,8 Fifth Ave,Cortland,NY,13045,170000,3,2.0,Cortland,1438,9513,1927,,118,,Sold,,,https://www.redfin.com/NY/Cortland/8-5th-Ave-13045/home/125546204,CNYIS,S1615460,N,Y,42.6088797,-76.1924518
PAST SALE,September-15-2025,Single Family Residential,1600 Texas Valley Rd Rd,Marathon,NY,13803,150000,3,1.0,Marathon,1152,55321,1976,,130,,Sold,,,https://www.redfin.com/NY/Marathon/1600-Texas-Valley-Rd-13803/home/125449145,IBRMLS,R1621499,N,Y,42.4851026,-75.9729542
PAST SALE,,Vacant Land,Stone Rd,Cincinnatus,NY,13040,131500,,,,,1206187,,,,,,,,https://www.redfin.com/NY/Cincinnatus/Stone-Rd-13040/home/184480370,,,N,Y,42.534874,-76.04962
PAST SALE,September-12-2025,Single Family Residential,7530 Song Lake Rd,Tully,NY,13159,735000,3,2.5,Preble,2673,27267,1988,,275,,Sold,,,https://www.redfin.com/NY/Tully/7530-Song-Lake-Rd-13159/home/125526177,CNYIS,S1613875,N,Y,42.7705742,-76.150809
PAST SALE,September-12-2025,Mobile/Manufactured Home,18 N Fulton St,Homer,NY,13077,60000,2,1.0,Homer,1721,9141,1957,,35,,Sold,,,https://www.redfin.com/NY/Homer/18-N-Fulton-St-13077/home/125317483,CNYIS,S1615635,N,Y,42.6383246,-76.184391
PAST SALE,,Mobile/Manufactured Home,1848 Carter Slocum Rd,Marathon,NY,13803,232500,,,,980,2343964,1995,,237,,,,,https://www.redfin.com/NY/Marathon/1848-Carter-Slocum-Rd-13803/home/125351156,,,N,Y,42.4970758,-75.9952932
PAST SALE,September-11-2025,Single Family Residential,2290 State Route 221,Marathon,NY,13803,575000,4,3.0,Lapeer,3328,3188592,1993,,173,,Sold,,,https://www.redfin.com/NY/Marathon/2290-State-Route-221-13803/home/125460511,CNYIS,S1609627,N,Y,42.4248746,-76.125062
PAST SALE,,Single Family Residential,76 River St,Cortland,NY,13045,177500,3,1.5,,1188,4113,1910,,149,,,,,https://www.redfin.com/NY/Cortland/76-River-St-13045/home/125355794,,,N,Y,42.6028969,-76.1612669
PAST SALE,September-10-2025,Multi-Family (2-4 Unit),33 Cortland St,Homer,NY,13077,250000,5,3.0,Homer,2640,12669,1850,,95,,Sold,,,https://www.redfin.com/NY/Homer/33-Cortland-St-13077/home/125333106,CNYIS,S1610006,N,Y,42.6333475,-76.1826079
PAST SALE,,Single Family Residential,8 Albany St,Homer,NY,13077,47500,4,1.0,,2294,8876,1900,,21,,,,,https://www.redfin.com/NY/Homer/8-Albany-St-13077/home/125412995,,,N,Y,42.6330372,-76.1776267
PAST SALE,September-10-2025,Single Family Residential,76 River St,Cortland,NY,13045,177500,3,1.5,Cortland,1188,4113,1910,,149,,Sold,,,https://www.redfin.com/NY/Cortland/76-River-St-13045/home/125318830,CNYIS,S1608245,N,Y,42.6028969,-76.1612669
PAST SALE,September-10-2025,Single Family Residential,3179 S Hill Rd,Mc Graw,NY,13101,185000,2,1.5,Cortlandville,1196,88862,1983,,155,,Sold,,,https://www.redfin.com/NY/Mc-Graw/3179-S-Hill-Rd-13101/home/125543820,CNYIS,S1604475,N,Y,42.5533678,-76.0906287
PAST SALE,September-9-2025,Vacant Land,6720 Haights Gulf Rd,Cortland,NY,13045,189000,,,Truxton,,3090582,,,,,Sold,,,https://www.redfin.com/NY/Cortland/6720-Haights-Gulf-Rd-13045/home/125550897,CNYIS,S1611641,N,Y,42.7326952,-76.0727536
PAST SALE,September-9-2025,Single Family Residential,464 Hoy Rd,Cortland,NY,13045,360000,3,2.5,Cortlandville,1938,167706,2001,,186,,Sold,,,https://www.redfin.com/NY/Cortland/464-Hoy-Rd-13045/home/125505834,CNYIS,S1613982,N,Y,42.6055752,-76.245299
PAST SALE,September-9-2025,Single Family Residential,2 S Fulton St #2,Homer,NY,13077,224900,6,3.0,Homer,2478,24338,1900,,91,,Sold,,,https://www.redfin.com/NY/Homer/2-S-Fulton-St-13077/unit-2/home/196505037,CNYIS,S1623900,N,Y,42.6363417,-76.1843739
PAST SALE,,Multi-Family (2-4 Unit),2 1/2 S Fulton St #2,Homer,NY,13077,112500,6,3.0,,2478,24338,1900,,45,,,,,https://www.redfin.com/NY/Homer/2-1-2-S-Fulton-St-13077/unit-2/home/125460183,,,N,Y,42.636354,-76.1843071
PAST SALE,September-9-2025,Single Family Residential,1581 Saunders Rd,Cortland,NY,13045,249900,4,2.5,Cortlandville,2040,69696,1945,,123,,Sold,,,https://www.redfin.com/NY/Cortland/1581-Saunders-Rd-13045/home/125310159,CNYIS,S1619993,N,Y,42.5837229,-76.1710142
PAST SALE,September-8-2025,Single Family Residential,9 Ok St,Mc Graw,NY,13101,96500,3,1.0,Cortlandville,1640,6788,1911,,59,,Sold,,,https://www.redfin.com/NY/Mc-Graw/9-Ok-St-13101/home/125341581,CNYIS,S1615885,N,Y,42.5909696,-76.0915574
PAST SALE,September-8-2025,Single Family Residential,5697 State Route 281 #5691,Homer,NY,13077,395000,7,3.0,Homer,4144,139392,1806,,95,,Sold,,,https://www.redfin.com/NY/Homer/5697-New-York-281-13077/unit-5691/home/197703537,CNYIS,S1600874,N,Y,42.6831535,-76.1712642
PAST SALE,,Single Family Residential,53 Morningside Dr,Cortland,NY,13045,125000,4,2.5,,1952,11445,1978,,64,,,,,https://www.redfin.com/NY/Cortland/53-Morningside-Dr-13045/home/125492767,,,N,Y,42.6112074,-76.1622779
PAST SALE,,Single Family Residential,37 W Main St,Cortland,NY,13045,205000,3,2.0,,2594,15246,1880,,79,,,,,https://www.redfin.com/NY/Cortland/37-W-Main-St-13045/home/140121861,,,N,Y,42.6080526,-76.1897623
PAST SALE,September-8-2025,Single Family Residential,6198 Sunnyside Dr,Homer,NY,13077,243800,4,1.5,Cortland,1772,20000,1973,,138,,Sold,,,https://www.redfin.com/NY/Homer/6198-Sunnyside-Dr-13077/home/125470832,CNYIS,S1606900,N,Y,42.7067178,-76.2383138
PAST SALE,September-5-2025,Single Family Residential,11 Randall St,Cortland,NY,13045,187000,4,2.0,Cortland,1507,7319,1920,,124,,Sold,,,https://www.redfin.com/NY/Cortland/11-Randall-St-13045/home/125378995,CNYIS,S1616202,N,Y,42.5946558,-76.1787743
PAST SALE,September-5-2025,Single Family Residential,10 Ellwood Ave,Cortland,NY,13045,170000,3,1.5,Colonial Park Tr,1040,8250,1900,,163,,Sold,,,https://www.redfin.com/NY/Cortland/10-Ellwood-Ave-13045/home/125463690,CNYIS,S1614531,N,Y,42.5992984,-76.1968423
PAST SALE,September-5-2025,Single Family Residential,7605 Cummings,Tully,NY,13159,650000,3,2.5,Cummings Point,2112,14810,1995,,308,,Sold,,,https://www.redfin.com/NY/Tully/7605-Cummings-Pt-13159/home/125528008,CNYIS,S1626249,N,Y,42.7765565,-76.1302301
PAST SALE,,Other,5691 State Route 281 #5697,Homer,NY,13077,622500,5,3.0,,4144,139392,1806,,150,,,,,https://www.redfin.com/NY/Homer/5691-State-Route-281-13077/unit-5697/home/125503874,,,N,Y,42.6828696,-76.1713215
PAST SALE,September-5-2025,Multi-Family (2-4 Unit),73 Maple Ave #71,Cortland,NY,13045,246000,10,3.0,71-73 Maple Ave LLC,3172,8100,1880,,78,,Sold,,,https://www.redfin.com/NY/Cortland/73-Maple-Ave-13045/unit-71/home/125524757,CNYIS,S1601637,N,Y,42.6026622,-76.1862875
PAST SALE,,Vacant Land,Timmerman Hill Rd,Cortland,NY,13045,15750,,,,,301435,,,,,,,,https://www.redfin.com/NY/Cortland/Timmerman-Hill-Rd-13045/home/125509955,,,N,Y,42.504016,-76.19213
PAST SALE,September-4-2025,Vacant Land,6346 Cold Brook Rd,Homer,NY,13077,85000,3,1.0,Lands/William C Gordon &,1328,766656,1997,,64,,Sold,,,https://www.redfin.com/NY/Homer/6346-Cold-Brook-Rd-13077/home/125322432,CNYIS,S1586090,N,Y,42.7146143,-76.1918409
PAST SALE,September-3-2025,Vacant Land,Lincklaen/randall Rd,Cuyler,NY,13158,69000,,,Cuyler,,74052,,,,,Sold,,,https://www.redfin.com/NY/Cuyler/Unknown-13158/home/195784170,CNYIS,S1605816,N,Y,42.67516,-75.889044
PAST SALE,,Single Family Residential,20 Atkins Ave #22,Cortland,NY,13045,162000,2,1.0,,1000,16270,1931,,162,,,,,https://www.redfin.com/NY/Cortland/20-Atkins-Ave-13045/unit-22/home/125297867,,,N,Y,42.5980595,-76.1981878
PAST SALE,August-29-2025,Mobile/Manufactured Home,3619 Mcgraw Marathon Rd,Mc Graw,NY,13101,40000,3,2.0,Solon,1960,29156,1991,,20,,Sold,,,https://www.redfin.com/NY/Mc-Graw/3619-McGraw-Marathon-Rd-13101/home/125375310,CNYIS,S1620331,N,Y,42.581043,-76.063295
PAST SALE,August-28-2025,Single Family Residential,208 Groton Ave,Cortland,NY,13045,236000,3,1.5,Colonial Park,1592,12502,1949,,148,,Sold,,,https://www.redfin.com/NY/Cortland/208-Groton-Ave-13045/home/125280934,IBRMLS,R1610861,N,Y,42.599929,-76.1990107
PAST SALE,August-28-2025,Single Family Residential,2 Staci Ln,Homer,NY,13077,377500,4,2.5,James K Gilbert Jr Lands,2864,22289,1993,,132,,Sold,,,https://www.redfin.com/NY/Homer/2-Staci-Ln-13077/home/125342359,CNYIS,S1613305,N,Y,42.6477306,-76.1761191
PAST SALE,August-28-2025,Single Family Residential,5 Brook Dr,Cortland,NY,13045,169229,3,1.0,Crestview Acres,1387,10500,1970,,122,,Sold,,,https://www.redfin.com/NY/Cortland/5-Brook-Dr-13045/home/125563081,CNYIS,S1619092,N,Y,42.5954763,-76.1588778
PAST SALE,August-28-2025,Single Family Residential,5 Morgan Dr,Homer,NY,13077,192500,5,2.0,Charles M Abdallah Tr,1620,11640,1962,,119,,Sold,,,https://www.redfin.com/NY/Homer/5-Morgan-Dr-13077/home/125391390,CNYIS,S1617549,N,Y,42.6323858,-76.1887849
PAST SALE,August-28-2025,Single Family Residential,22 Hyatt St,Cortland,NY,13045,180000,4,1.5,Cortland,1584,6102,1928,,114,,Sold,,,https://www.redfin.com/NY/Cortland/22-Hyatt-St-13045/home/125421989,CNYIS,S1611927,N,Y,42.59616,-76.1667934
PAST SALE,August-27-2025,Multi-Family (2-4 Unit),57 Hubbard St,Cortland,NY,13045,188200,4,3.0,Cortland,1868,8100,1910,,101,,Sold,,,https://www.redfin.com/NY/Cortland/57-Hubbard-St-13045/home/125418348,IBRMLS,R1609160,N,Y,42.6010671,-76.1694222
PAST SALE,,Vacant Land,7673 Highbridge Rd,De Ruyter,NY,13052,350000,3,2.0,,1428,520957,1986,,245,,,,,https://www.redfin.com/NY/De-Ruyter/7673-Highbridge-Rd-13052/home/189990940,,,N,Y,42.7741038,-75.9052863
PAST SALE,August-27-2025,Single Family Residential,318 Fish Hill Rd,Marathon,NY,13803,255000,2,1.0,Willet,1236,409028,1987,,206,,Sold,,,https://www.redfin.com/NY/Marathon/318-Fish-Hill-Rd-13803/home/125527275,CNYIS,S1611123,N,Y,42.422399,-75.9541594
PAST SALE,August-26-2025,Single Family Residential,19 Cedar St,Cortland,NY,13045,200000,3,2.0,Greater Cortland Co,1422,9500,1925,,141,,Sold,,,https://www.redfin.com/NY/Cortland/19-Cedar-St-13045/home/125496878,CNYIS,S1618956,N,Y,42.5962423,-76.1737436
PAST SALE,August-26-2025,Single Family Residential,2685 State Route 13,Cortland,NY,13045,235001,5,2.0,Homer,2556,59900,1900,,92,,Sold,,,https://www.redfin.com/NY/Cortland/2685-Route-13-13045/home/125419267,CNYIS,S1617756,N,Y,42.6681417,-76.0983
PAST SALE,,Single Family Residential,2707 Stone Rd,Mc Graw,NY,13101,220000,4,2.0,,1564,99180,1972,,141,,,,,https://www.redfin.com/NY/Mc-Graw/2707-Stone-Rd-13101/home/184480376,,,N,Y,42.5369598,-76.0479589
PAST SALE,August-26-2025,Single Family Residential,7 Forrest Ave,Cortland,NY,13045,243500,3,2.0,Cortland,2290,13747,1953,,106,,Sold,,,https://www.redfin.com/NY/Cortland/7-Forrest-Ave-13045/home/125502228,CNYIS,S1584442,N,Y,42.5992976,-76.1952169
PAST SALE,August-26-2025,Vacant Land,7367 Cold Brook Rd,Homer,NY,13077,94600,,,Scott,,2047320,,,,,Sold,,,https://www.redfin.com/NY/Homer/7367-Cold-Brook-Rd-13077/home/171028142,UNYREIS,R1618034,N,Y,42.7624776,-76.2127338
PAST SALE,August-26-2025,Single Family Residential,16 Locust Ave,Cortland,NY,13045,310000,4,3.0,Cortland,1340,32650,1965,,231,,Sold,,,https://www.redfin.com/NY/Cortland/16-Locust-Ave-13045/home/125505371,CNYIS,S1621002,N,Y,42.6131052,-76.1667988
PAST SALE,,Single Family Residential,3389 Maple St,Blodgett Mills,NY,13738,148234,4,1.0,,1826,7395,1890,,81,,,,,https://www.redfin.com/NY/Blodgett-Mills/3389-Maple-St-13738/home/125304834,,,N,Y,42.56758,-76.124307
PAST SALE,August-25-2025,Single Family Residential,5448 State Route 281,Homer,NY,13077,375000,3,2.5,Town/Homer,2280,52272,1963,,164,,Sold,,,https://www.redfin.com/NY/Homer/5448-State-Route-281-13077/home/125527686,CNYIS,S1608551,N,Y,42.6702811,-76.1737991
PAST SALE,August-25-2025,Single Family Residential,24 Bradford St,Marathon,NY,13803,165000,3,2.0,Marathon,1620,11278,1900,,102,,Sold,,,https://www.redfin.com/NY/Marathon/24-Bradford-St-13803/home/125538194,CNYIS,S1618886,N,Y,42.4458052,-76.0334412
PAST SALE,August-25-2025,Single Family Residential,1368 E River Rd,Cortland,NY,13045,165000,3,1.0,Cortlandville,1088,8800,1900,,152,,Sold,,,https://www.redfin.com/NY/Cortland/1368-E-River-Rd-13045/home/125523650,CNYIS,S1594964,N,Y,42.5987066,-76.1569643
PAST SALE,August-24-2025,Single Family Residential,852 S Lamont Dr,Cortland,NY,13045,199820,4,2.0,Cortlandville,1899,11252,1965,,105,,Sold,,,https://www.redfin.com/NY/Cortland/852-S-Lamont-Dr-13045/home/125381712,CNYIS,S1604366,N,Y,42.5757259,-76.217854
PAST SALE,August-22-2025,Single Family Residential,2707 Stone Rd,Mc Graw,NY,13101,220000,4,2.0,Freetown,1828,106286,1972,,120,,Sold,,,https://www.redfin.com/NY/Mc-Graw/2707-Stone-Rd-13101/home/167219277,CNYIS,S1614424,N,Y,42.540793,-76.048475
PAST SALE,,Single Family Residential,4 Douglas St,Cortland,NY,13045,110000,2,1.0,,1040,6030,1955,,106,,,,,https://www.redfin.com/NY/Cortland/4-Douglas-St-13045/home/125296017,,,N,Y,42.6071761,-76.1974257
PAST SALE,August-22-2025,Single Family Residential,41 Evergreen St,Cortland,NY,13045,150000,3,1.5,Cortland,1296,5486,1905,,116,,Sold,,,https://www.redfin.com/NY/Cortland/41-Evergreen-St-13045/home/125289371,CNYIS,S1615226,N,Y,42.6099853,-76.1905886
PAST SALE,August-21-2025,Multi-Family (2-4 Unit),64 Elm St,Cortland,NY,13045,179000,4,2.0,Cortlandville,1750,3424,1922,,102,,Sold,,,https://www.redfin.com/NY/Cortland/64-Elm-St-13045/home/125354834,IBRMLS,R1608950,N,Y,42.602276,-76.1719628
PAST SALE,August-21-2025,Single Family Residential,3663 Luker Rd,Cortland,NY,13045,90000,3,1.0,Cortlandville,1624,106722,1900,,55,,Sold,,,https://www.redfin.com/NY/Cortland/3663-Luker-Rd-13045/home/125521319,CNYIS,S1608592,N,Y,42.5849071,-76.2203928
PAST SALE,August-20-2025,Single Family Residential,109 Clinton Ave,Cortland,NY,13045,185000,3,2.0,Cortland,1794,28965,1870,,103,,Sold,,,https://www.redfin.com/NY/Cortland/109-Clinton-Ave-13045/home/125554102,CNYIS,S1609789,N,Y,42.6048061,-76.1712415
PAST SALE,,Single Family Residential,397 Hoy Rd,Cortland,NY,13045,140000,3,1.5,,1464,112820,1979,,96,,,,,https://www.redfin.com/NY/Cortland/397-Hoy-Rd-13045/home/125802669,,,N,Y,42.6061259,-76.2481831
PAST SALE,August-19-2025,Vacant Land,Mcgraw Marathon Rd,Marathon,NY,13803,40000,,,Marathon,,331056,,,,,Sold,,,https://www.redfin.com/NY/Marathon/McGraw-Marathon-Rd-13803/home/125543902,CNYIS,S1615101,N,Y,42.471397,-76.034646
PAST SALE,August-19-2025,Single Family Residential,2361 E Hill Rd,Homer,NY,13077,210000,3,2.5,Powers,2036,117612,1975,,103,,Sold,,,https://www.redfin.com/NY/Homer/2361-E-Hill-Rd-13077/home/125440728,CNYIS,S1616683,N,Y,42.7339935,-76.1188772
PAST SALE,,Vacant Land,May Rd,Cincinnatus,NY,13040,52000,,,,,684328,,,,,,,,https://www.redfin.com/NY/Cincinnatus/May-Rd-13040/home/125609020,,,N,Y,42.572974,-75.976162
PAST SALE,August-18-2025,Single Family Residential,3389 Maple Ave,Cortlandville,NY,13045,148234,4,1.0,Cortlandville,1826,7395,1890,,81,,Sold,,,https://www.redfin.com/NY/Cortlandville/3389-Maple-AVE-13738/home/190361904,CNYIS,S1598925,N,Y,42.566659,-76.124544
PAST SALE,August-18-2025,Single Family Residential,53 Clinton St,Homer,NY,13077,269000,4,1.5,Homer,1612,8598,1900,,167,,Sold,,,https://www.redfin.com/NY/Homer/53-Clinton-St-13077/home/125524371,CNYIS,S1607542,N,Y,42.6422287,-76.1843404
PAST SALE,August-18-2025,Condo/Co-op,1150 C The Park,Cortland,NY,13045,228000,2,2.0,Village Park Condo,1256,4791,1987,,182,271,Sold,,,https://www.redfin.com/NY/Cortland/1150-The-Park-13045/home/125328923,CNYIS,S1606890,N,Y,42.5850453,-76.198672
PAST SALE,August-14-2025,Vacant Land,4062 Stramba Rd,Cincinnatus,NY,13040,150000,,,Freetown,,475240,,,,,Sold,,,https://www.redfin.com/NY/Cincinnatus/4062-Stramba-Rd-13040/home/125281742,CNYIS,S1579278,N,Y,42.5461266,-76.013237
PAST SALE,August-14-2025,Condo/Co-op,1912 State Route 392 Unit 11,Cortland,NY,13045,149000,3,2.0,Stavlos Condominium,672,2613,1976,,222,162,Sold,,,https://www.redfin.com/NY/Cortland/1912-State-Route-392-13045/home/125375248,UNYREIS,R1589718,N,Y,42.5104557,-76.1491984
